Date,Time,Focus,Emotion,Head,Hand
2022-11-08,11:29:08:528,1,0,1,
2022-11-08,11:29:08:597,1,0,1,
2022-11-08,11:29:08:695,1,0,1,
2022-11-08,11:29:08:748,1,0,1,
2022-11-08,11:29:08:828,1,0,1,
2022-11-08,11:29:08:894,1,0,1,
2022-11-08,11:29:08:964,1,0,1,
2022-11-08,11:29:09:028,1,0,1,
2022-11-08,11:29:09:097,1,0,1,
2022-11-08,11:29:09:181,1,0,1,
2022-11-08,11:29:09:249,1,0,1,
2022-11-08,11:29:09:328,1,0,1,
2022-11-08,11:29:09:381,1,0,1,
2022-11-08,11:29:09:467,1,0,1,
2022-11-08,11:29:09:529,1,0,1,
2022-11-08,11:29:09:595,1,0,1,
2022-11-08,11:29:09:664,1,0,1,
2022-11-08,11:29:09:745,1,0,1,
2022-11-08,11:29:09:813,1,0,1,
2022-11-08,11:29:09:864,1,0,1,
2022-11-08,11:29:09:946,1,0,1,
2022-11-08,11:29:09:998,1,0,1,
2022-11-08,11:29:10:080,1,0,1,
2022-11-08,11:29:10:150,1,0,1,
2022-11-08,11:29:10:230,1,0,1,
2022-11-08,11:29:10:299,1,0,1,
2022-11-08,11:29:10:365,1,0,1,
2022-11-08,11:29:10:420,1,0,1,
2022-11-08,11:29:10:499,1,0,1,
2022-11-08,11:29:10:566,1,0,1,
2022-11-08,11:29:10:630,1,0,1,
2022-11-08,11:29:10:681,0,0,0,
2022-11-08,11:29:10:766,0,0,0,
2022-11-08,11:29:10:847,0,0,0,
2022-11-08,11:29:10:915,0,0,0,
2022-11-08,11:29:10:982,0,0,0,
2022-11-08,11:29:11:051,0,0,0,
2022-11-08,11:29:11:051,0,0,0,
2022-11-08,11:29:11:131,0,0,0,
2022-11-08,11:29:11:231,0,0,0,
2022-11-08,11:29:11:347,0,0,0,
2022-11-08,11:29:11:416,0,0,0,
2022-11-08,11:29:11:500,0,0,0,
2022-11-08,11:29:11:567,0,0,0,
2022-11-08,11:29:11:649,0,0,0,
2022-11-08,11:29:11:701,0,0,0,
2022-11-08,11:29:11:771,0,0,0,
2022-11-08,11:29:11:868,0,0,0,
2022-11-08,11:29:11:952,0,0,0,
2022-11-08,11:29:11:952,0,0,0,
2022-11-08,11:29:12:017,0,0,0,
2022-11-08,11:29:12:102,0,0,0,
2022-11-08,11:29:12:168,0,0,0,
2022-11-08,11:29:12:249,0,0,0,
2022-11-08,11:29:12:302,0,0,0,
2022-11-08,11:29:12:384,0,0,0,
2022-11-08,11:29:12:450,0,0,0,
2022-11-08,11:29:12:519,0,0,0,
2022-11-08,11:29:12:600,0,0,0,
2022-11-08,11:29:12:670,0,0,0,
2022-11-08,11:29:12:735,0,0,0,
2022-11-08,11:29:12:820,0,0,0,
2022-11-08,11:29:12:820,0,0,0,
2022-11-08,11:29:12:920,0,0,0,
2022-11-08,11:29:12:920,0,0,0,
2022-11-08,11:29:13:004,0,0,0,
2022-11-08,11:29:13:104,0,0,0,
2022-11-08,11:29:13:104,0,0,0,
2022-11-08,11:29:13:104,0,0,0,
2022-11-08,11:29:13:173,0,0,0,
2022-11-08,11:29:13:173,0,0,0,
2022-11-08,11:29:13:255,0,0,0,
2022-11-08,11:29:13:352,0,0,0,
2022-11-08,11:29:13:421,0,0,0,
2022-11-08,11:29:13:487,0,0,0,
2022-11-08,11:29:13:573,0,0,0,
2022-11-08,11:29:13:655,0,0,0,
2022-11-08,11:29:13:655,0,0,0,
2022-11-08,11:29:13:721,0,0,0,
2022-11-08,11:29:13:806,0,0,0,
2022-11-08,11:29:13:888,0,0,0,
2022-11-08,11:29:13:938,0,0,0,
2022-11-08,11:29:14:007,0,0,0,
2022-11-08,11:29:14:088,0,0,0,
2022-11-08,11:29:14:174,0,0,0,
2022-11-08,11:29:14:238,0,0,0,
2022-11-08,11:29:14:307,1,0,0,
2022-11-08,11:29:14:358,1,0,1,
2022-11-08,11:29:14:439,1,0,1,
2022-11-08,11:29:14:504,1,1,1,
2022-11-08,11:29:14:559,0,1,1,
2022-11-08,11:29:14:639,1,1,1,
2022-11-08,11:29:14:708,1,1,1,
2022-11-08,11:29:14:774,1,1,1,
2022-11-08,11:29:14:856,1,1,1,
2022-11-08,11:29:14:908,1,1,1,
2022-11-08,11:29:14:990,1,1,1,
2022-11-08,11:29:15:074,1,1,1,
2022-11-08,11:29:15:142,1,1,1,
2022-11-08,11:29:15:208,1,1,1,
2022-11-08,11:29:15:274,1,1,1,
2022-11-08,11:29:15:356,1,0,1,
2022-11-08,11:29:15:427,1,0,1,
2022-11-08,11:29:15:496,0,0,0,
2022-11-08,11:29:15:496,1,0,1,
2022-11-08,11:29:15:560,1,0,1,
2022-11-08,11:29:15:658,1,0,1,
2022-11-08,11:29:15:740,1,0,1,
2022-11-08,11:29:15:824,1,0,1,
2022-11-08,11:29:15:875,0,0,0,
2022-11-08,11:29:15:875,1,0,1,
2022-11-08,11:29:15:958,0,0,0,
2022-11-08,11:29:15:958,1,0,1,
2022-11-08,11:29:16:025,0,0,0,
2022-11-08,11:29:16:025,1,0,1,
2022-11-08,11:29:16:110,0,0,0,
2022-11-08,11:29:16:110,1,0,1,
2022-11-08,11:29:16:176,0,0,0,
2022-11-08,11:29:16:176,1,0,1,
2022-11-08,11:29:16:273,1,0,1,
2022-11-08,11:29:16:357,0,0,0,
2022-11-08,11:29:16:357,1,0,1,
2022-11-08,11:29:16:425,0,0,0,
2022-11-08,11:29:16:425,1,0,1,
2022-11-08,11:29:16:510,0,0,0,
2022-11-08,11:29:16:510,1,0,1,
2022-11-08,11:29:16:625,1,0,1,
2022-11-08,11:29:16:725,1,0,1,
2022-11-08,11:29:16:810,1,0,1,
2022-11-08,11:29:16:876,1,0,1,
2022-11-08,11:29:16:941,1,0,1,
2022-11-08,11:29:16:992,1,0,1,
2022-11-08,11:29:17:061,1,0,1,
2022-11-08,11:29:17:141,1,0,1,
2022-11-08,11:29:17:193,1,0,1,
2022-11-08,11:29:17:276,1,0,1,
2022-11-08,11:29:17:358,1,0,1,
2022-11-08,11:29:17:410,1,0,1,
2022-11-08,11:29:17:477,1,0,1,
2022-11-08,11:29:17:560,1,0,1,
2022-11-08,11:29:17:611,1,0,1,
2022-11-08,11:29:17:694,1,0,1,
2022-11-08,11:29:17:760,1,0,1,
2022-11-08,11:29:17:827,1,0,1,
2022-11-08,11:29:17:909,1,0,1,
2022-11-08,11:29:17:963,1,0,1,
2022-11-08,11:29:18:048,1,0,1,
2022-11-08,11:29:18:112,1,0,1,
2022-11-08,11:29:18:178,1,0,1,
2022-11-08,11:29:18:243,1,0,1,
2022-11-08,11:29:18:312,1,0,1,
2022-11-08,11:29:18:395,1,0,1,
2022-11-08,11:29:18:460,1,0,1,
2022-11-08,11:29:18:513,1,0,1,
2022-11-08,11:29:18:579,1,0,1,
2022-11-08,11:29:18:661,1,0,1,
2022-11-08,11:29:18:729,1,0,1,
2022-11-08,11:29:18:779,1,0,1,
2022-11-08,11:29:18:861,1,0,1,
2022-11-08,11:29:18:928,1,0,1,
2022-11-08,11:29:18:980,1,0,1,
2022-11-08,11:29:19:046,1,0,1,
2022-11-08,11:29:19:113,1,0,1,
2022-11-08,11:29:19:179,1,0,1,
2022-11-08,11:29:19:261,1,0,1,
2022-11-08,11:29:19:345,1,0,1,
2022-11-08,11:29:19:414,1,0,0,
2022-11-08,11:29:19:495,1,0,0,
2022-11-08,11:29:19:561,1,0,0,
2022-11-08,11:29:19:614,1,0,0,
2022-11-08,11:29:19:696,1,0,0,
2022-11-08,11:29:19:765,1,0,0,
2022-11-08,11:29:19:846,1,0,0,
2022-11-08,11:29:19:914,1,0,0,
2022-11-08,11:29:19:980,1,0,0,
2022-11-08,11:29:20:062,0,0,0,
2022-11-08,11:29:20:133,0,0,0,
2022-11-08,11:29:20:200,0,0,0,
2022-11-08,11:29:20:280,0,0,0,
2022-11-08,11:29:20:346,0,0,0,
2022-11-08,11:29:20:417,0,0,0,
2022-11-08,11:29:20:498,0,0,0,
2022-11-08,11:29:20:566,0,0,0,
2022-11-08,11:29:20:630,0,0,0,
2022-11-08,11:29:20:712,0,0,0,
2022-11-08,11:29:20:765,0,0,0,
2022-11-08,11:29:20:830,0,0,0,
2022-11-08,11:29:20:899,0,0,0,
2022-11-08,11:29:20:981,0,0,0,
2022-11-08,11:29:21:046,0,0,0,
2022-11-08,11:29:21:131,0,0,0,
2022-11-08,11:29:21:197,0,0,0,
2022-11-08,11:29:21:263,0,0,0,
2022-11-08,11:29:21:331,0,0,0,
2022-11-08,11:29:21:397,0,0,0,
2022-11-08,11:29:21:463,0,0,0,
2022-11-08,11:29:21:532,1,0,0,
2022-11-08,11:29:21:616,1,0,0,
2022-11-08,11:29:21:683,1,0,0,
2022-11-08,11:29:21:748,1,0,0,
2022-11-08,11:29:21:798,1,0,0,
2022-11-08,11:29:21:868,0,0,0,
2022-11-08,11:29:21:868,1,0,0,
2022-11-08,11:29:21:932,0,0,0,
2022-11-08,11:29:21:932,1,0,0,
2022-11-08,11:29:22:014,0,0,0,
2022-11-08,11:29:22:014,1,0,0,
2022-11-08,11:29:22:084,0,0,0,
2022-11-08,11:29:22:084,1,0,0,
2022-11-08,11:29:22:156,0,0,0,
2022-11-08,11:29:22:156,1,0,0,
2022-11-08,11:29:22:233,0,0,0,
2022-11-08,11:29:22:233,1,0,0,
2022-11-08,11:29:22:299,0,0,0,
2022-11-08,11:29:22:299,1,0,0,
2022-11-08,11:29:22:385,0,0,0,
2022-11-08,11:29:22:385,1,0,0,
2022-11-08,11:29:22:453,0,0,0,
2022-11-08,11:29:22:453,1,0,0,
2022-11-08,11:29:22:518,0,0,0,
2022-11-08,11:29:22:518,1,0,0,
2022-11-08,11:29:22:600,0,0,0,
2022-11-08,11:29:22:600,1,0,0,
2022-11-08,11:29:22:666,0,0,0,
2022-11-08,11:29:22:666,1,0,0,
2022-11-08,11:29:22:719,0,0,0,
2022-11-08,11:29:22:719,1,0,0,
2022-11-08,11:29:22:785,0,0,0,
2022-11-08,11:29:22:785,1,0,0,
2022-11-08,11:29:22:853,0,0,0,
2022-11-08,11:29:22:853,1,0,0,
2022-11-08,11:29:22:919,0,0,0,
2022-11-08,11:29:22:919,1,0,0,
2022-11-08,11:29:22:987,0,0,0,
2022-11-08,11:29:22:987,1,0,0,
2022-11-08,11:29:23:058,0,0,0,
2022-11-08,11:29:23:058,1,0,0,
2022-11-08,11:29:23:151,0,0,0,
2022-11-08,11:29:23:151,1,0,0,
2022-11-08,11:29:23:220,0,0,0,
2022-11-08,11:29:23:220,1,0,0,
2022-11-08,11:29:23:286,0,0,0,
2022-11-08,11:29:23:286,1,0,0,
2022-11-08,11:29:23:352,0,0,0,
2022-11-08,11:29:23:352,1,0,0,
2022-11-08,11:29:23:420,0,0,0,
2022-11-08,11:29:23:420,1,0,0,
2022-11-08,11:29:23:487,0,0,0,
2022-11-08,11:29:23:487,1,0,0,
2022-11-08,11:29:23:553,0,0,0,
2022-11-08,11:29:23:553,1,0,0,
2022-11-08,11:29:23:636,0,0,0,
2022-11-08,11:29:23:636,1,0,0,
2022-11-08,11:29:23:703,0,0,0,
2022-11-08,11:29:23:703,1,0,0,
2022-11-08,11:29:23:771,0,0,0,
2022-11-08,11:29:23:771,1,0,0,
2022-11-08,11:29:23:852,0,0,0,
2022-11-08,11:29:23:852,1,0,0,
2022-11-08,11:29:23:903,0,0,0,
2022-11-08,11:29:23:903,1,0,0,
2022-11-08,11:29:23:972,0,0,0,
2022-11-08,11:29:23:972,1,0,0,
2022-11-08,11:29:24:053,0,0,0,
2022-11-08,11:29:24:053,1,0,0,
2022-11-08,11:29:24:105,0,0,0,
2022-11-08,11:29:24:105,1,0,0,
2022-11-08,11:29:24:189,0,0,0,
2022-11-08,11:29:24:189,1,0,0,
2022-11-08,11:29:24:254,0,0,0,
2022-11-08,11:29:24:254,1,0,0,
2022-11-08,11:29:24:305,0,0,0,
2022-11-08,11:29:24:305,1,0,0,
2022-11-08,11:29:24:389,0,0,0,
2022-11-08,11:29:24:389,1,0,0,
2022-11-08,11:29:24:454,0,0,0,
2022-11-08,11:29:24:454,1,0,0,
2022-11-08,11:29:24:520,0,0,0,
2022-11-08,11:29:24:520,1,0,0,
2022-11-08,11:29:24:590,0,0,0,
2022-11-08,11:29:24:590,1,0,0,
2022-11-08,11:29:24:639,0,0,0,
2022-11-08,11:29:24:639,1,0,0,
2022-11-08,11:29:24:723,0,0,0,
2022-11-08,11:29:24:723,1,0,0,
2022-11-08,11:29:24:805,0,0,0,
2022-11-08,11:29:24:805,1,0,0,
2022-11-08,11:29:24:872,0,0,0,
2022-11-08,11:29:24:872,1,0,0,
2022-11-08,11:29:24:924,0,0,0,
2022-11-08,11:29:24:924,1,0,0,
2022-11-08,11:29:25:006,0,0,0,
2022-11-08,11:29:25:006,1,0,0,
2022-11-08,11:29:25:071,0,0,0,
2022-11-08,11:29:25:071,1,0,0,
2022-11-08,11:29:25:124,0,0,0,
2022-11-08,11:29:25:124,1,0,0,
2022-11-08,11:29:25:208,0,0,0,
2022-11-08,11:29:25:208,1,0,0,
2022-11-08,11:29:25:290,0,0,0,
2022-11-08,11:29:25:290,1,0,0,
2022-11-08,11:29:25:355,0,0,0,
2022-11-08,11:29:25:355,1,0,0,
2022-11-08,11:29:25:406,0,0,0,
2022-11-08,11:29:25:406,1,0,0,
2022-11-08,11:29:25:477,0,0,0,
2022-11-08,11:29:25:477,1,0,0,
2022-11-08,11:29:25:540,0,0,0,
2022-11-08,11:29:25:540,1,0,0,
2022-11-08,11:29:25:606,0,0,0,
2022-11-08,11:29:25:606,1,0,0,
2022-11-08,11:29:25:692,0,0,0,
2022-11-08,11:29:25:692,1,0,0,
2022-11-08,11:29:25:756,0,0,0,
2022-11-08,11:29:25:756,1,0,0,
2022-11-08,11:29:25:825,0,0,0,
2022-11-08,11:29:25:825,1,0,0,
2022-11-08,11:29:25:891,0,0,0,
2022-11-08,11:29:25:891,1,0,0,
2022-11-08,11:29:25:957,0,0,0,
2022-11-08,11:29:26:041,0,0,0,
2022-11-08,11:29:26:091,0,0,0,
2022-11-08,11:29:26:173,1,1,1,
2022-11-08,11:29:26:226,1,1,1,
2022-11-08,11:29:26:323,1,1,1,
2022-11-08,11:29:26:392,1,1,1,
2022-11-08,11:29:26:457,1,1,1,
2022-11-08,11:29:26:526,1,1,1,
2022-11-08,11:29:26:592,1,0,1,
2022-11-08,11:29:26:657,1,0,1,
2022-11-08,11:29:26:726,1,0,1,
2022-11-08,11:29:26:808,1,0,1,
2022-11-08,11:29:26:874,1,0,1,
2022-11-08,11:29:26:958,1,0,1,
2022-11-08,11:29:27:027,1,0,1,
2022-11-08,11:29:27:099,1,0,1,
2022-11-08,11:29:27:158,1,0,1,
2022-11-08,11:29:27:227,1,0,1,
2022-11-08,11:29:27:293,1,0,1,
2022-11-08,11:29:27:374,1,0,1,
2022-11-08,11:29:27:443,1,0,1,
2022-11-08,11:29:27:528,1,0,1,
2022-11-08,11:29:27:596,1,0,1,
2022-11-08,11:29:27:659,1,0,1,
2022-11-08,11:29:27:710,1,0,1,
2022-11-08,11:29:27:796,1,0,1,
2022-11-08,11:29:27:859,1,0,1,
2022-11-08,11:29:27:944,1,0,1,
2022-11-08,11:29:27:995,1,0,1,
2022-11-08,11:29:28:079,1,0,1,
2022-11-08,11:29:28:128,1,0,1,
2022-11-08,11:29:28:211,1,0,1,
2022-11-08,11:29:28:278,1,0,1,
2022-11-08,11:29:28:344,1,0,1,
2022-11-08,11:29:28:410,1,0,1,
2022-11-08,11:29:28:476,1,0,1,
2022-11-08,11:29:28:560,1,0,1,
2022-11-08,11:29:28:625,1,0,1,
2022-11-08,11:29:28:684,1,0,1,
2022-11-08,11:29:28:760,0,0,0,
2022-11-08,11:29:28:760,1,0,1,
2022-11-08,11:29:28:829,0,0,0,
2022-11-08,11:29:28:829,1,0,1,
2022-11-08,11:29:28:911,0,0,0,
2022-11-08,11:29:28:911,1,0,1,
2022-11-08,11:29:29:012,0,0,0,
2022-11-08,11:29:29:012,1,0,1,
2022-11-08,11:29:29:096,1,0,1,
2022-11-08,11:29:29:194,0,0,0,
2022-11-08,11:29:29:194,1,0,1,
2022-11-08,11:29:29:277,0,0,0,
2022-11-08,11:29:29:277,1,0,1,
